Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
Metropolitan Statistical Area,Grant County,Arkansas,05,053
Metropolitan Statistical Area,Lonoke County,Arkansas,05,085
Metropolitan Statistical Area,Perry County,Arkansas,05,105
Metropolitan Statistical Area,Pulaski County,Arkansas,05,119
Metropolitan Statistical Area,Saline County,Arkansas,05,125
Micropolitan Statistical Area,Clinton County,Pennsylvania,42,035
Metropolitan Statistical Area,Franklin County,Idaho,16,041
Metropolitan Statistical Area,Cache County,Utah,49,005
Micropolitan Statistical Area,Cass County,Indiana,18,017
Micropolitan Statistical Area,Clay County,Kentucky,21,051
Micropolitan Statistical Area,Knox County,Kentucky,21,121
Micropolitan Statistical Area,Laurel County,Kentucky,21,125
Micropolitan Statistical Area,Whitley County,Kentucky,21,235
Metropolitan Statistical Area,Gregg County,Texas,48,183
Metropolitan Statistical Area,Harrison County,Texas,48,203
Metropolitan Statistical Area,Rusk County,Texas,48,401
Metropolitan Statistical Area,Upshur County,Texas,48,459
Metropolitan Statistical Area,Cowlitz County,Washington,53,015
Micropolitan Statistical Area,Los Alamos County,New Mexico,35,028
Metropolitan Statistical Area,Orange County,California,06,059
Metropolitan Statistical Area,Los Angeles County,California,06,037
Metropolitan Statistical Area,Clark County,Indiana,18,019
Metropolitan Statistical Area,Floyd County,Indiana,18,043
Metropolitan Statistical Area,Harrison County,Indiana,18,061
Metropolitan Statistical Area,Washington County,Indiana,18,175
Metropolitan Statistical Area,Bullitt County,Kentucky,21,029
Metropolitan Statistical Area,Henry County,Kentucky,21,103
Metropolitan Statistical Area,Jefferson County,Kentucky,21,111
Metropolitan Statistical Area,Oldham County,Kentucky,21,185
Metropolitan Statistical Area,Shelby County,Kentucky,21,211
Metropolitan Statistical Area,Spencer County,Kentucky,21,215
Metropolitan Statistical Area,Crosby County,Texas,48,107
Metropolitan Statistical Area,Lubbock County,Texas,48,303
Metropolitan Statistical Area,Lynn County,Texas,48,305
Micropolitan Statistical Area,Mason County,Michigan,26,105
Micropolitan Statistical Area,Angelina County,Texas,48,005
Micropolitan Statistical Area,Robeson County,North Carolina,37,155
Metropolitan Statistical Area,Amherst County,Virginia,51,009
Metropolitan Statistical Area,Appomattox County,Virginia,51,011
Metropolitan Statistical Area,Bedford County,Virginia,51,019
Metropolitan Statistical Area,Campbell County,Virginia,51,031
Metropolitan Statistical Area,Lynchburg city,Virginia,51,680
Micropolitan Statistical Area,McDonough County,Illinois,17,109
Metropolitan Statistical Area,Bibb County,Georgia,13,021
Metropolitan Statistical Area,Crawford County,Georgia,13,079
Metropolitan Statistical Area,Jones County,Georgia,13,169
Metropolitan Statistical Area,Monroe County,Georgia,13,207
Metropolitan Statistical Area,Twiggs County,Georgia,13,289
Metropolitan Statistical Area,Madera County,California,06,039
Micropolitan Statistical Area,Jefferson County,Indiana,18,077
Metropolitan Statistical Area,Columbia County,Wisconsin,55,021
Metropolitan Statistical Area,Dane County,Wisconsin,55,025
Metropolitan Statistical Area,Green County,Wisconsin,55,045
Metropolitan Statistical Area,Iowa County,Wisconsin,55,049
Micropolitan Statistical Area,Hopkins County,Kentucky,21,107
Micropolitan Statistical Area,Columbia County,Arkansas,05,027
Micropolitan Statistical Area,Franklin County,New York,36,033
Micropolitan Statistical Area,Hot Spring County,Arkansas,05,059
Metropolitan Statistical Area,Hillsborough County,New Hampshire,33,011
Metropolitan Statistical Area,Geary County,Kansas,20,061
Metropolitan Statistical Area,Pottawatomie County,Kansas,20,149
Metropolitan Statistical Area,Riley County,Kansas,20,161
Micropolitan Statistical Area,Manitowoc County,Wisconsin,55,071
Metropolitan Statistical Area,Blue Earth County,Minnesota,27,013
Metropolitan Statistical Area,Nicollet County,Minnesota,27,103
Metropolitan Statistical Area,Richland County,Ohio,39,139
Micropolitan Statistical Area,Washington County,Ohio,39,167
Micropolitan Statistical Area,Menominee County,Michigan,26,109
Micropolitan Statistical Area,Marinette County,Wisconsin,55,075
Micropolitan Statistical Area,Grant County,Indiana,18,053
Micropolitan Statistical Area,McDowell County,North Carolina,37,111
Micropolitan Statistical Area,Marion County,Ohio,39,101
Micropolitan Statistical Area,Marquette County,Michigan,26,103
Micropolitan Statistical Area,Lyon County,Minnesota,27,083
Micropolitan Statistical Area,Saline County,Missouri,29,195
Micropolitan Statistical Area,Marshall County,Iowa,19,127
Micropolitan Statistical Area,Weakley County,Tennessee,47,183
Micropolitan Statistical Area,Henry County,Virginia,51,089
Micropolitan Statistical Area,Martinsville city,Virginia,51,690
Micropolitan Statistical Area,Nodaway County,Missouri,29,147
Micropolitan Statistical Area,Cerro Gordo County,Iowa,19,033
Micropolitan Statistical Area,Worth County,Iowa,19,195
Metropolitan Statistical Area,Hormigueros Municipio,Puerto Rico,72,067
Metropolitan Statistical Area,Las Marías Municipio,Puerto Rico,72,083
Metropolitan Statistical Area,Mayagüez Municipio,Puerto Rico,72,097
Micropolitan Statistical Area,Graves County,Kentucky,21,083
Micropolitan Statistical Area,Mason County,Kentucky,21,161
Micropolitan Statistical Area,Pittsburg County,Oklahoma,40,121
Metropolitan Statistical Area,Hidalgo County,Texas,48,215
Micropolitan Statistical Area,Pike County,Mississippi,28,113
Micropolitan Statistical Area,Warren County,Tennessee,47,177
Micropolitan Statistical Area,McPherson County,Kansas,20,113
Micropolitan Statistical Area,Crawford County,Pennsylvania,42,039
Metropolitan Statistical Area,Jackson County,Oregon,41,029
Metropolitan Statistical Area,Crittenden County,Arkansas,05,035
Metropolitan Statistical Area,DeSoto County,Mississippi,28,033
Metropolitan Statistical Area,Marshall County,Mississippi,28,093
Metropolitan Statistical Area,Tate County,Mississippi,28,137
Metropolitan Statistical Area,Tunica County,Mississippi,28,143
Metropolitan Statistical Area,Fayette County,Tennessee,47,047
Metropolitan Statistical Area,Shelby County,Tennessee,47,157
Metropolitan Statistical Area,Tipton County,Tennessee,47,167
Micropolitan Statistical Area,Dunn County,Wisconsin,55,033
Metropolitan Statistical Area,Merced County,California,06,047
Micropolitan Statistical Area,Clarke County,Mississippi,28,023
Micropolitan Statistical Area,Kemper County,Mississippi,28,069
Micropolitan Statistical Area,Lauderdale County,Mississippi,28,075
Micropolitan Statistical Area,Audrain County,Missouri,29,007
Micropolitan Statistical Area,Ottawa County,Oklahoma,40,115
Metropolitan Statistical Area,Broward County,Florida,12,011
Metropolitan Statistical Area,Miami-Dade County,Florida,12,086
Metropolitan Statistical Area,Palm Beach County,Florida,12,099
Metropolitan Statistical Area,LaPorte County,Indiana,18,091
Micropolitan Statistical Area,Bell County,Kentucky,21,013
Metropolitan Statistical Area,Midland County,Michigan,26,111
Metropolitan Statistical Area,Martin County,Texas,48,317
Metropolitan Statistical Area,Midland County,Texas,48,329
Micropolitan Statistical Area,Baldwin County,Georgia,13,009
Micropolitan Statistical Area,Hancock County,Georgia,13,141
Metropolitan Statistical Area,Milwaukee County,Wisconsin,55,079
Metropolitan Statistical Area,Ozaukee County,Wisconsin,55,089
Metropolitan Statistical Area,Washington County,Wisconsin,55,131
Metropolitan Statistical Area,Waukesha County,Wisconsin,55,133
Micropolitan Statistical Area,Webster Parish,Louisiana,22,119
Micropolitan Statistical Area,Palo Pinto County,Texas,48,363
Metropolitan Statistical Area,Anoka County,Minnesota,27,003
Metropolitan Statistical Area,Carver County,Minnesota,27,019
Metropolitan Statistical Area,Chisago County,Minnesota,27,025
Metropolitan Statistical Area,Dakota County,Minnesota,27,037
Metropolitan Statistical Area,Hennepin County,Minnesota,27,053
Metropolitan Statistical Area,Isanti County,Minnesota,27,059
Metropolitan Statistical Area,Le Sueur County,Minnesota,27,079
Metropolitan Statistical Area,Mille Lacs County,Minnesota,27,095
Metropolitan Statistical Area,Ramsey County,Minnesota,27,123
Metropolitan Statistical Area,Scott County,Minnesota,27,139
Metropolitan Statistical Area,Sherburne County,Minnesota,27,141
Metropolitan Statistical Area,Washington County,Minnesota,27,163
Metropolitan Statistical Area,Wright County,Minnesota,27,171
Metropolitan Statistical Area,Pierce County,Wisconsin,55,093
Metropolitan Statistical Area,St. Croix County,Wisconsin,55,109
Micropolitan Statistical Area,McHenry County,North Dakota,38,049
Micropolitan Statistical Area,Renville County,North Dakota,38,075
Micropolitan Statistical Area,Ward County,North Dakota,38,101
Metropolitan Statistical Area,Missoula County,Montana,30,063
Micropolitan Statistical Area,Davison County,South Dakota,46,035
Micropolitan Statistical Area,Hanson County,South Dakota,46,061
Micropolitan Statistical Area,Randolph County,Missouri,29,175
Metropolitan Statistical Area,Mobile County,Alabama,01,097
Metropolitan Statistical Area,Washington County,Alabama,01,129
Metropolitan Statistical Area,Stanislaus County,California,06,099
Metropolitan Statistical Area,Morehouse Parish,Louisiana,22,067
Metropolitan Statistical Area,Ouachita Parish,Louisiana,22,073
Metropolitan Statistical Area,Union Parish,Louisiana,22,111
Metropolitan Statistical Area,Monroe County,Michigan,26,115
Metropolitan Statistical Area,Autauga County,Alabama,01,001
Metropolitan Statistical Area,Elmore County,Alabama,01,051
Metropolitan Statistical Area,Lowndes County,Alabama,01,085
Metropolitan Statistical Area,Montgomery County,Alabama,01,101
Micropolitan Statistical Area,Montrose County,Colorado,08,085
Micropolitan Statistical Area,Ouray County,Colorado,08,091
Micropolitan Statistical Area,Carteret County,North Carolina,37,031
Micropolitan Statistical Area,St. Mary Parish,Louisiana,22,101
Metropolitan Statistical Area,Monongalia County,West Virginia,54,061
Metropolitan Statistical Area,Preston County,West Virginia,54,077
Metropolitan Statistical Area,Grainger County,Tennessee,47,057
Metropolitan Statistical Area,Hamblen County,Tennessee,47,063
Metropolitan Statistical Area,Jefferson County,Tennessee,47,089
Micropolitan Statistical Area,Latah County,Idaho,16,057
Micropolitan Statistical Area,Grant County,Washington,53,025
Micropolitan Statistical Area,Colquitt County,Georgia,13,071
Micropolitan Statistical Area,Baxter County,Arkansas,05,005
Micropolitan Statistical Area,Elmore County,Idaho,16,039
Micropolitan Statistical Area,Surry County,North Carolina,37,171
Micropolitan Statistical Area,Logan County,West Virginia,54,045
Micropolitan Statistical Area,Isabella County,Michigan,26,073
Micropolitan Statistical Area,Camp County,Texas,48,063
Micropolitan Statistical Area,Titus County,Texas,48,449
Micropolitan Statistical Area,Bath County,Kentucky,21,011
Micropolitan Statistical Area,Menifee County,Kentucky,21,165
Micropolitan Statistical Area,Montgomery County,Kentucky,21,173
Micropolitan Statistical Area,Jefferson County,Illinois,17,081
Micropolitan Statistical Area,Knox County,Ohio,39,083
Metropolitan Statistical Area,Skagit County,Washington,53,057
Metropolitan Statistical Area,Delaware County,Indiana,18,035
Micropolitan Statistical Area,Calloway County,Kentucky,21,035
Micropolitan Statistical Area,Muscatine County,Iowa,19,139
Metropolitan Statistical Area,Muskegon County,Michigan,26,121
Micropolitan Statistical Area,Muskogee County,Oklahoma,40,101
Metropolitan Statistical Area,Brunswick County,North Carolina,37,019
Metropolitan Statistical Area,Horry County,South Carolina,45,051
Micropolitan Statistical Area,Nacogdoches County,Texas,48,347
Metropolitan Statistical Area,Napa County,California,06,055
Metropolitan Statistical Area,Collier County,Florida,12,021
Metropolitan Statistical Area,Cannon County,Tennessee,47,015
Metropolitan Statistical Area,Cheatham County,Tennessee,47,021
Metropolitan Statistical Area,Davidson County,Tennessee,47,037
Metropolitan Statistical Area,Dickson County,Tennessee,47,043
Metropolitan Statistical Area,Macon County,Tennessee,47,111
Metropolitan Statistical Area,Maury County,Tennessee,47,119
Metropolitan Statistical Area,Robertson County,Tennessee,47,147
Metropolitan Statistical Area,Rutherford County,Tennessee,47,149
Metropolitan Statistical Area,Smith County,Tennessee,47,159
Metropolitan Statistical Area,Sumner County,Tennessee,47,165
Metropolitan Statistical Area,Trousdale County,Tennessee,47,169
Metropolitan Statistical Area,Williamson County,Tennessee,47,187
Metropolitan Statistical Area,Wilson County,Tennessee,47,189
Micropolitan Statistical Area,Concordia Parish,Louisiana,22,029
Micropolitan Statistical Area,Adams County,Mississippi,28,001
Micropolitan Statistical Area,Natchitoches Parish,Louisiana,22,069
Metropolitan Statistical Area,Craven County,North Carolina,37,049
Metropolitan Statistical Area,Jones County,North Carolina,37,103
Metropolitan Statistical Area,Pamlico County,North Carolina,37,137
Micropolitan Statistical Area,Newberry County,South Carolina,45,071
Micropolitan Statistical Area,Henry County,Indiana,18,065
Micropolitan Statistical Area,Lawrence County,Pennsylvania,42,073
Metropolitan Statistical Area,New Haven County,Connecticut,09,009
Metropolitan Statistical Area,Jefferson Parish,Louisiana,22,051
Metropolitan Statistical Area,Orleans Parish,Louisiana,22,071
Metropolitan Statistical Area,Plaquemines Parish,Louisiana,22,075
Metropolitan Statistical Area,St. Bernard Parish,Louisiana,22,087
Metropolitan Statistical Area,St. Charles Parish,Louisiana,22,089
Metropolitan Statistical Area,St. James Parish,Louisiana,22,093
Metropolitan Statistical Area,St. John the Baptist Parish,Louisiana,22,095
Metropolitan Statistical Area,St. Tammany Parish,Louisiana,22,103
Micropolitan Statistical Area,Tuscarawas County,Ohio,39,157
Micropolitan Statistical Area,Lincoln County,Oregon,41,041
Micropolitan Statistical Area,Cocke County,Tennessee,47,029
Micropolitan Statistical Area,Brown County,Minnesota,27,015
Metropolitan Statistical Area,Nassau County,New York,36,059
Metropolitan Statistical Area,Suffolk County,New York,36,103
Metropolitan Statistical Area,Essex County,New Jersey,34,013
Metropolitan Statistical Area,Hunterdon County,New Jersey,34,019
Metropolitan Statistical Area,Morris County,New Jersey,34,027
Metropolitan Statistical Area,Sussex County,New Jersey,34,037
Metropolitan Statistical Area,Union County,New Jersey,34,039
Metropolitan Statistical Area,Pike County,Pennsylvania,42,103
Metropolitan Statistical Area,Middlesex County,New Jersey,34,023
Metropolitan Statistical Area,Monmouth County,New Jersey,34,025
Metropolitan Statistical Area,Ocean County,New Jersey,34,029
Metropolitan Statistical Area,Somerset County,New Jersey,34,035
Metropolitan Statistical Area,Bergen County,New Jersey,34,003
Metropolitan Statistical Area,Hudson County,New Jersey,34,017
Metropolitan Statistical Area,Passaic County,New Jersey,34,031
Metropolitan Statistical Area,Bronx County,New York,36,005
Metropolitan Statistical Area,Kings County,New York,36,047
Metropolitan Statistical Area,New York County,New York,36,061
Metropolitan Statistical Area,Putnam County,New York,36,079
Metropolitan Statistical Area,Queens County,New York,36,081
Metropolitan Statistical Area,Richmond County,New York,36,085
Metropolitan Statistical Area,Rockland County,New York,36,087
Metropolitan Statistical Area,Westchester County,New York,36,119
Metropolitan Statistical Area,Berrien County,Michigan,26,021
Micropolitan Statistical Area,Santa Cruz County,Arizona,04,023
Micropolitan Statistical Area,Madison County,Nebraska,31,119
Micropolitan Statistical Area,Pierce County,Nebraska,31,139
Micropolitan Statistical Area,Stanton County,Nebraska,31,167
Micropolitan Statistical Area,Lincoln County,Nebraska,31,111
Micropolitan Statistical Area,Logan County,Nebraska,31,113
Micropolitan Statistical Area,McPherson County,Nebraska,31,117
Metropolitan Statistical Area,Manatee County,Florida,12,081
Metropolitan Statistical Area,Sarasota County,Florida,12,115
Micropolitan Statistical Area,Jennings County,Indiana,18,079
Micropolitan Statistical Area,Wilkes County,North Carolina,37,193
Micropolitan Statistical Area,Huron County,Ohio,39,077
Metropolitan Statistical Area,New London County,Connecticut,09,011
Micropolitan Statistical Area,Island County,Washington,53,029
Metropolitan Statistical Area,Marion County,Florida,12,083
Metropolitan Statistical Area,Cape May County,New Jersey,34,009
Metropolitan Statistical Area,Ector County,Texas,48,135
Metropolitan Statistical Area,Box Elder County,Utah,49,003
Metropolitan Statistical Area,Davis County,Utah,49,011
Metropolitan Statistical Area,Morgan County,Utah,49,029
Metropolitan Statistical Area,Weber County,Utah,49,057
Micropolitan Statistical Area,St. Lawrence County,New York,36,089
Micropolitan Statistical Area,Venango County,Pennsylvania,42,121
Micropolitan Statistical Area,Okeechobee County,Florida,12,093
Metropolitan Statistical Area,Canadian County,Oklahoma,40,017
Metropolitan Statistical Area,Cleveland County,Oklahoma,40,027
Metropolitan Statistical Area,Grady County,Oklahoma,40,051
Metropolitan Statistical Area,Lincoln County,Oklahoma,40,081
Metropolitan Statistical Area,Logan County,Oklahoma,40,083
Metropolitan Statistical Area,McClain County,Oklahoma,40,087
Metropolitan Statistical Area,Oklahoma County,Oklahoma,40,109
Micropolitan Statistical Area,Cattaraugus County,New York,36,009
Metropolitan Statistical Area,Thurston County,Washington,53,067
Metropolitan Statistical Area,Harrison County,Iowa,19,085
Metropolitan Statistical Area,Mills County,Iowa,19,129
Metropolitan Statistical Area,Pottawattamie County,Iowa,19,155
Metropolitan Statistical Area,Cass County,Nebraska,31,025
Metropolitan Statistical Area,Douglas County,Nebraska,31,055
Metropolitan Statistical Area,Sarpy County,Nebraska,31,153
Metropolitan Statistical Area,Saunders County,Nebraska,31,155
Metropolitan Statistical Area,Washington County,Nebraska,31,177
Micropolitan Statistical Area,Otsego County,New York,36,077
Micropolitan Statistical Area,Payette County,Idaho,16,075
Micropolitan Statistical Area,Malheur County,Oregon,41,045
Micropolitan Statistical Area,St. Landry Parish,Louisiana,22,097
Micropolitan Statistical Area,Orangeburg County,South Carolina,45,075
Metropolitan Statistical Area,Lake County,Florida,12,069
Metropolitan Statistical Area,Orange County,Florida,12,095
Metropolitan Statistical Area,Osceola County,Florida,12,097
Metropolitan Statistical Area,Seminole County,Florida,12,117
Metropolitan Statistical Area,Winnebago County,Wisconsin,55,139
Micropolitan Statistical Area,Mahaska County,Iowa,19,123
Micropolitan Statistical Area,Adams County,Washington,53,001
Micropolitan Statistical Area,Bureau County,Illinois,17,011
Micropolitan Statistical Area,LaSalle County,Illinois,17,099
Micropolitan Statistical Area,Putnam County,Illinois,17,155
Micropolitan Statistical Area,Franklin County,Kansas,20,059
Micropolitan Statistical Area,Wapello County,Iowa,19,179
Micropolitan Statistical Area,Steele County,Minnesota,27,147
Metropolitan Statistical Area,Daviess County,Kentucky,21,059
Metropolitan Statistical Area,Hancock County,Kentucky,21,091
Metropolitan Statistical Area,McLean County,Kentucky,21,149
Micropolitan Statistical Area,Lafayette County,Mississippi,28,071
Metropolitan Statistical Area,Ventura County,California,06,111
Micropolitan Statistical Area,Dale County,Alabama,01,045
Micropolitan Statistical Area,Massac County,Illinois,17,127
Micropolitan Statistical Area,Ballard County,Kentucky,21,007
Micropolitan Statistical Area,Livingston County,Kentucky,21,139
Micropolitan Statistical Area,McCracken County,Kentucky,21,145
Micropolitan Statistical Area,Nye County,Nevada,32,023
Micropolitan Statistical Area,Putnam County,Florida,12,107
Micropolitan Statistical Area,Anderson County,Texas,48,001
Metropolitan Statistical Area,Brevard County,Florida,12,009
Micropolitan Statistical Area,Gray County,Texas,48,179
Micropolitan Statistical Area,Roberts County,Texas,48,393
Metropolitan Statistical Area,Bay County,Florida,12,005
Micropolitan Statistical Area,Greene County,Arkansas,05,055
Micropolitan Statistical Area,Henry County,Tennessee,47,079
Micropolitan Statistical Area,Lamar County,Texas,48,277
Metropolitan Statistical Area,Wirt County,West Virginia,54,105
Metropolitan Statistical Area,Wood County,West Virginia,54,107
Micropolitan Statistical Area,Labette County,Kansas,20,099
Micropolitan Statistical Area,Gila County,Arizona,04,007
Micropolitan Statistical Area,Frio County,Texas,48,163
Micropolitan Statistical Area,Loving County,Texas,48,301
Micropolitan Statistical Area,Reeves County,Texas,48,389
Micropolitan Statistical Area,Marion County,Iowa,19,125
Metropolitan Statistical Area,Escambia County,Florida,12,033
Metropolitan Statistical Area,Santa Rosa County,Florida,12,113
Metropolitan Statistical Area,Fulton County,Illinois,17,057
Metropolitan Statistical Area,Marshall County,Illinois,17,123
Metropolitan Statistical Area,Peoria County,Illinois,17,143
Metropolitan Statistical Area,Stark County,Illinois,17,175
Metropolitan Statistical Area,Tazewell County,Illinois,17,179
Metropolitan Statistical Area,Woodford County,Illinois,17,203
Micropolitan Statistical Area,Miami County,Indiana,18,103
Metropolitan Statistical Area,Burlington County,New Jersey,34,005
Metropolitan Statistical Area,Camden County,New Jersey,34,007
Metropolitan Statistical Area,Gloucester County,New Jersey,34,015
Metropolitan Statistical Area,Bucks County,Pennsylvania,42,017
Metropolitan Statistical Area,Chester County,Pennsylvania,42,029
Metropolitan Statistical Area,Montgomery County,Pennsylvania,42,091
Metropolitan Statistical Area,Delaware County,Pennsylvania,42,045
Metropolitan Statistical Area,Philadelphia County,Pennsylvania,42,101
Metropolitan Statistical Area,New Castle County,Delaware,10,003
Metropolitan Statistical Area,Cecil County,Maryland,24,015
Metropolitan Statistical Area,Salem County,New Jersey,34,033
Metropolitan Statistical Area,Maricopa County,Arizona,04,013
Metropolitan Statistical Area,Pinal County,Arizona,04,021
Micropolitan Statistical Area,Pearl River County,Mississippi,28,109
Micropolitan Statistical Area,Hughes County,South Dakota,46,065
Micropolitan Statistical Area,Stanley County,South Dakota,46,117
Metropolitan Statistical Area,Cleveland County,Arkansas,05,025
Metropolitan Statistical Area,Jefferson County,Arkansas,05,069
Metropolitan Statistical Area,Lincoln County,Arkansas,05,079
Micropolitan Statistical Area,Moore County,North Carolina,37,125
Micropolitan Statistical Area,Crawford County,Kansas,20,037
Metropolitan Statistical Area,Allegheny County,Pennsylvania,42,003
Metropolitan Statistical Area,Armstrong County,Pennsylvania,42,005
Metropolitan Statistical Area,Beaver County,Pennsylvania,42,007
Metropolitan Statistical Area,Butler County,Pennsylvania,42,019
Metropolitan Statistical Area,Fayette County,Pennsylvania,42,051
Metropolitan Statistical Area,Washington County,Pennsylvania,42,125
Metropolitan Statistical Area,Westmoreland County,Pennsylvania,42,129
Metropolitan Statistical Area,Berkshire County,Massachusetts,25,003
Micropolitan Statistical Area,Hale County,Texas,48,189
Micropolitan Statistical Area,Grant County,Wisconsin,55,043
Micropolitan Statistical Area,Clinton County,New York,36,019
Micropolitan Statistical Area,Marshall County,Indiana,18,099
Metropolitan Statistical Area,Bannock County,Idaho,16,005
Metropolitan Statistical Area,Power County,Idaho,16,077
Micropolitan Statistical Area,Gallia County,Ohio,39,053
Micropolitan Statistical Area,Mason County,West Virginia,54,053
Micropolitan Statistical Area,Kay County,Oklahoma,40,071
Metropolitan Statistical Area,Adjuntas Municipio,Puerto Rico,72,001
Metropolitan Statistical Area,Juana Díaz Municipio,Puerto Rico,72,075
Metropolitan Statistical Area,Ponce Municipio,Puerto Rico,72,113
Metropolitan Statistical Area,Villalba Municipio,Puerto Rico,72,149
Micropolitan Statistical Area,Livingston County,Illinois,17,105
Micropolitan Statistical Area,Butler County,Missouri,29,023
Micropolitan Statistical Area,Ripley County,Missouri,29,181
Micropolitan Statistical Area,Roosevelt County,New Mexico,35,041
Micropolitan Statistical Area,Clallam County,Washington,53,009
Metropolitan Statistical Area,Cumberland County,Maine,23,005
Metropolitan Statistical Area,Sagadahoc County,Maine,23,023
Metropolitan Statistical Area,York County,Maine,23,031
Metropolitan Statistical Area,Clackamas County,Oregon,41,005
Metropolitan Statistical Area,Columbia County,Oregon,41,009
Metropolitan Statistical Area,Multnomah County,Oregon,41,051
Metropolitan Statistical Area,Washington County,Oregon,41,067
Metropolitan Statistical Area,Yamhill County,Oregon,41,071
Metropolitan Statistical Area,Clark County,Washington,53,011
Metropolitan Statistical Area,Skamania County,Washington,53,059
Micropolitan Statistical Area,Calhoun County,Texas,48,057
Metropolitan Statistical Area,Martin County,Florida,12,085
Metropolitan Statistical Area,St. Lucie County,Florida,12,111
Micropolitan Statistical Area,Scioto County,Ohio,39,145
Micropolitan Statistical Area,Schuylkill County,Pennsylvania,42,107
Metropolitan Statistical Area,Dutchess County,New York,36,027
Metropolitan Statistical Area,Orange County,New York,36,071
Metropolitan Statistical Area,Yavapai County,Arizona,04,025
Micropolitan Statistical Area,Carbon County,Utah,49,007
Micropolitan Statistical Area,Crook County,Oregon,41,013
Metropolitan Statistical Area,Bristol County,Massachusetts,25,005
Metropolitan Statistical Area,Bristol County,Rhode Island,44,001
Metropolitan Statistical Area,Kent County,Rhode Island,44,003
Metropolitan Statistical Area,Newport County,Rhode Island,44,005
Metropolitan Statistical Area,Providence County,Rhode Island,44,007
Metropolitan Statistical Area,Washington County,Rhode Island,44,009
Metropolitan Statistical Area,Juab County,Utah,49,023
Metropolitan Statistical Area,Utah County,Utah,49,049
Metropolitan Statistical Area,Pueblo County,Colorado,08,101
Micropolitan Statistical Area,Whitman County,Washington,53,075
Metropolitan Statistical Area,Charlotte County,Florida,12,015
Micropolitan Statistical Area,Adams County,Illinois,17,001
Micropolitan Statistical Area,Lewis County,Missouri,29,111
Metropolitan Statistical Area,Racine County,Wisconsin,55,101
Metropolitan Statistical Area,Franklin County,North Carolina,37,069
Metropolitan Statistical Area,Johnston County,North Carolina,37,101
Metropolitan Statistical Area,Wake County,North Carolina,37,183
Metropolitan Statistical Area,Meade County,South Dakota,46,093
Metropolitan Statistical Area,Pennington County,South Dakota,46,103
Micropolitan Statistical Area,Willacy County,Texas,48,489
Metropolitan Statistical Area,Berks County,Pennsylvania,42,011
Micropolitan Statistical Area,Tehama County,California,06,103
Metropolitan Statistical Area,Shasta County,California,06,089
Micropolitan Statistical Area,Goodhue County,Minnesota,27,049
Metropolitan Statistical Area,Storey County,Nevada,32,029
Metropolitan Statistical Area,Washoe County,Nevada,32,031
Micropolitan Statistical Area,Fremont County,Idaho,16,043
Micropolitan Statistical Area,Madison County,Idaho,16,065
Micropolitan Statistical Area,Wayne County,Indiana,18,177
Metropolitan Statistical Area,Amelia County,Virginia,51,007
Metropolitan Statistical Area,Charles City County,Virginia,51,036
Metropolitan Statistical Area,Chesterfield County,Virginia,51,041
Metropolitan Statistical Area,Dinwiddie County,Virginia,51,053
Metropolitan Statistical Area,Goochland County,Virginia,51,075
Metropolitan Statistical Area,Hanover County,Virginia,51,085
Metropolitan Statistical Area,Henrico County,Virginia,51,087
Metropolitan Statistical Area,King and Queen County,Virginia,51,097
Metropolitan Statistical Area,King William County,Virginia,51,101
Metropolitan Statistical Area,New Kent County,Virginia,51,127
Metropolitan Statistical Area,Powhatan County,Virginia,51,145
Metropolitan Statistical Area,Prince George County,Virginia,51,149
Metropolitan Statistical Area,Sussex County,Virginia,51,183
Metropolitan Statistical Area,Colonial Heights city,Virginia,51,570
Metropolitan Statistical Area,Hopewell city,Virginia,51,670
Metropolitan Statistical Area,Petersburg city,Virginia,51,730
Metropolitan Statistical Area,Richmond city,Virginia,51,760
Micropolitan Statistical Area,Estill County,Kentucky,21,065
Micropolitan Statistical Area,Madison County,Kentucky,21,151
Micropolitan Statistical Area,Starr County,Texas,48,427
Metropolitan Statistical Area,Riverside County,California,06,065
Metropolitan Statistical Area,San Bernardino County,California,06,071
Micropolitan Statistical Area,Fremont County,Wyoming,56,013
Metropolitan Statistical Area,Botetourt County,Virginia,51,023
Metropolitan Statistical Area,Craig County,Virginia,51,045
Metropolitan Statistical Area,Franklin County,Virginia,51,067
Metropolitan Statistical Area,Roanoke County,Virginia,51,161
Metropolitan Statistical Area,Roanoke city,Virginia,51,770
Metropolitan Statistical Area,Salem city,Virginia,51,775
Micropolitan Statistical Area,Halifax County,North Carolina,37,083
Micropolitan Statistical Area,Northampton County,North Carolina,37,131
Micropolitan Statistical Area,Ogle County,Illinois,17,141
Metropolitan Statistical Area,Dodge County,Minnesota,27,039
Metropolitan Statistical Area,Fillmore County,Minnesota,27,045
Metropolitan Statistical Area,Olmsted County,Minnesota,27,109
Metropolitan Statistical Area,Wabasha County,Minnesota,27,157
Metropolitan Statistical Area,Livingston County,New York,36,051
Metropolitan Statistical Area,Monroe County,New York,36,055
Metropolitan Statistical Area,Ontario County,New York,36,069
Metropolitan Statistical Area,Orleans County,New York,36,073
Metropolitan Statistical Area,Wayne County,New York,36,117
Metropolitan Statistical Area,Yates County,New York,36,123
Metropolitan Statistical Area,Boone County,Illinois,17,007
Metropolitan Statistical Area,Winnebago County,Illinois,17,201
